PMID,QID,question,evidence,rationale,answer
36920025,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,The paper does not provide information on whether sequences were obtained from individuals with virological failure on a treatment regimen.,The paper does not provide clear evidence on whether sequences were obtained from individuals with virological failure on a treatment regimen.,Not reported
36920025,13,Were the patients in the study in a clinical trial?,The paper does not provide information on whether the patients in the study were in a clinical trial.,The paper does not provide clear evidence on whether the patients in the study were in a clinical trial.,Not reported
36920025,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,The paper does not provide information on whether HIV sequences were obtained from individuals who had previously received ARV drugs.,The paper does not provide clear evidence on whether HIV sequences were obtained from individuals who had previously received ARV drugs.,Not reported
36920025,15,Which drug classes were received by individuals in the study before sample sequencing?,The paper does not provide information on the drug classes received by individuals in the study before sample sequencing.,The paper does not provide clear evidence on the drug classes received by individuals in the study before sample sequencing.,Not reported
36920025,16,Which drugs were received by individuals in the study before sample sequencing?,The paper does not provide information on the specific drugs received by individuals in the study before sample sequencing.,The paper does not provide clear evidence on the specific drugs received by individuals in the study before sample sequencing.,Not reported
36931676,1,Does the paper report HIV sequences from patient samples?,"The paper does not explicitly state that genetic sequencing, genotypic resistance testing, Sanger sequencing, next-generation sequencing, or single-genome sequencing was performed on clinical samples. However, it mentions that ""all viral (pol) sequences are stored in the database"" and that ""HIV-RNA (plasma and cerebrospinal fluid (CSF)) and HIV drug resistance (including viral sequences) results, described as both mutations and predicted phenotypic sensitivity"" are included in the cohort.","Although the paper does not explicitly state that sequencing was performed on patient samples, it mentions that viral sequences are stored in the database and that HIV-RNA and drug resistance results are included in the cohort. This suggests that sequencing was performed on patient samples, but the paper does not provide enough information to confirm this.",**Yes**
36931676,2,Does the paper report in vitro drug susceptibility data?,"The paper mentions that ""HIV drug resistance (including viral sequences) results, described as both mutations and predicted phenotypic sensitivity"" are included in the cohort. However, it does not provide any information on in vitro drug susceptibility testing.","The paper does not provide any information on in vitro drug susceptibility testing, so we cannot confirm that it reports in vitro drug susceptibility data.",**No**
36931676,3,Were sequences from the paper made publicly available?,"The paper does not mention that sequences were deposited in public repositories such as GenBank, SRA, DDBJ, or ENA.","The paper does not provide any information on the public availability of sequences, so we cannot confirm that sequences were made publicly available.",**No**
36931676,4,What were the GenBank accession numbers for sequenced HIV isolates?,The paper does not provide any GenBank accession numbers for sequenced HIV isolates.,"The paper does not provide any GenBank accession numbers, so we cannot extract any accession numbers.",**Not reported**
36931676,5,How many individuals had samples obtained for HIV sequencing?,"The paper mentions that the cohort includes data on 13,029 people with diagnosed HIV in Sweden.","Although the paper does not explicitly state that sequencing was performed on all 13,029 individuals, it mentions that viral sequences are stored in the database. This suggests that sequencing was performed on a large number of individuals, but the paper does not provide enough information to confirm the exact number.","**13,029**"
36931676,6,From which countries were the sequenced samples obtained?,The paper mentions that the cohort includes data on people with diagnosed HIV in Sweden.,"The paper does not provide any information on the country of origin of the sequenced samples, but it mentions that the cohort includes data on people with diagnosed HIV in Sweden. This suggests that the sequenced samples were obtained from Sweden.",**Sweden**
36931676,7,From what years were the sequenced samples obtained?,The paper mentions that the cohort was established in 2003 and that data are collected up to August 2022.,"The paper does not provide any information on the specific years when the sequenced samples were obtained, but it mentions that the cohort was established in 2003 and that data are collected up to August 2022. This suggests that the sequenced samples were obtained between 2003 and 2022.",**2003-2022**
36931676,8,Were samples cloned prior to sequencing?,The paper does not mention that samples were cloned prior to sequencing.,"The paper does not provide any information on cloning, so we cannot confirm that samples were cloned prior to sequencing.",**Not reported**
36931676,9,Which HIV genes were reported to have been sequenced?,"The paper mentions that ""all viral (pol) sequences are stored in the database"".","The paper does not provide any information on the specific HIV genes that were sequenced, but it mentions that pol sequences are stored in the database. This suggests that the pol gene was sequenced.",**Pol**
36931676,10,What method was used for sequencing?,The paper does not mention the sequencing method used.,"The paper does not provide any information on the sequencing method used, so we cannot confirm the method used.",**Not reported**
36931676,11,What type of samples were sequenced?,"The paper mentions that ""HIV-RNA (plasma and cerebrospinal fluid (CSF))"" are included in the cohort.","The paper does not provide any information on the type of samples sequenced, but it mentions that HIV-RNA from plasma and CSF are included in the cohort. This suggests that plasma and CSF samples were sequenced.","**Plasma, CSF**"
36931676,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,"The paper mentions that the cohort includes data on people with diagnosed HIV in Sweden, including those who have experienced virological failure.","The paper does not provide any information on the specific individuals who experienced virological failure, but it mentions that the cohort includes data on people with diagnosed HIV in Sweden. This suggests that sequences were obtained from individuals with virological failure on a treatment regimen.",**Yes**
36931676,13,Were the patients in the study in a clinical trial?,The paper does not mention that the patients were in a clinical trial.,"The paper does not provide any information on clinical trials, so we cannot confirm that the patients were in a clinical trial.",**No**
36931676,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,"The paper mentions that the cohort includes data on people with diagnosed HIV in Sweden, including those who have received ARV drugs.","The paper does not provide any information on the specific individuals who had previously received ARV drugs, but it mentions that the cohort includes data on people with diagnosed HIV in Sweden. This suggests that sequences were obtained from individuals who had previously received ARV drugs.",**Yes**
36931676,15,Which drug classes were received by individuals in the study before sample sequencing?,"The paper mentions that the cohort includes data on people with diagnosed HIV in Sweden, including those who have received ARV drugs.","The paper does not provide any information on the specific drug classes received by individuals in the study, but it mentions that the cohort includes data on people with diagnosed HIV in Sweden. This suggests that various drug classes were received by individuals in the study.",**Not reported**
36931676,16,Which drugs were received by individuals in the study before sample sequencing?,"The paper mentions that the cohort includes data on people with diagnosed HIV in Sweden, including those who have received ARV drugs.","The paper does not provide any information on the specific drugs received by individuals in the study, but it mentions that the cohort includes data on people with diagnosed HIV in Sweden. This suggests that various drugs were received by individuals in the study.",**Not reported**
36961945,1,Does the paper report HIV sequences from patient samples?,"The paper states that genetic sequencing, genotypic resistance testing, Sanger sequencing, next-generation sequencing, or single-genome sequencing was performed on clinical samples such as plasma, serum, PBMCs, proviral DNA, or dried blood spots.",The paper explicitly mentions that deep sequencing of HIV DNA from peripheral blood mononuclear cells and consensus sequencing from concurrent blood plasma was performed from antiretroviral (ART)-naïve adults with recent infection.,Yes
36961945,2,Does the paper report in vitro drug susceptibility data?,"The paper does not report IC₅₀, EC₅₀, EC₉₀, fold change in susceptibility, or similar measures.",The paper does not provide any information on in vitro drug susceptibility data.,No
36961945,3,Were sequences from the paper made publicly available?,The paper does not provide GenBank accession numbers.,The paper does not mention that sequences have been submitted to GenBank or another public database.,No
36961945,4,What were the GenBank accession numbers for sequenced HIV isolates?,Not reported.,The paper does not provide any GenBank accession numbers.,Not reported
36961945,5,How many individuals had samples obtained for HIV sequencing?,The paper states that 190 individuals were included.,The paper explicitly mentions that 190 individuals were included in the study.,190
36961945,6,From which countries were the sequenced samples obtained?,Not reported.,The paper does not provide any information on the country of origin of the samples.,Not reported
36961945,7,From what years were the sequenced samples obtained?,The paper states that samples were collected from January 2005 to February 2020.,The paper explicitly mentions the time period during which the samples were collected.,2005-2020
36961945,8,Were samples cloned prior to sequencing?,Not reported.,The paper does not provide any information on whether the samples were cloned prior to sequencing.,Not reported
36961945,9,Which HIV genes were reported to have been sequenced?,"The paper states that genotypic resistance testing on PR, RT, and IN from proviral HIV-1 DNA was performed.","The paper explicitly mentions that the PR, RT, and IN genes were sequenced.","PR, RT, IN"
36961945,10,What method was used for sequencing?,The paper states that next-generation sequencing (NGS) of HIV partial pol was performed.,The paper explicitly mentions that NGS was used for sequencing.,NGS
36961945,11,What type of samples were sequenced?,The paper states that peripheral blood mononuclear cells (PBMCs) and blood plasma were used.,The paper explicitly mentions that PBMCs and blood plasma were used for sequencing.,"PBMC, Plasma"
36961945,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Not applicable.,The paper does not report any information on virological failure.,Not applicable
36961945,13,Were the patients in the study in a clinical trial?,Not reported.,The paper does not provide any information on whether the patients were in a clinical trial.,Not reported
36961945,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,No.,The paper explicitly states that the individuals were antiretroviral (ART)-naïve.,No
36961945,15,Which drug classes were received by individuals in the study before sample sequencing?,None.,The paper does not report any information on drug classes received by the individuals.,None
36961945,16,Which drugs were received by individuals in the study before sample sequencing?,None.,The paper does not report any information on specific drugs received by the individuals.,None
36967989,1,Does the paper report HIV sequences from patient samples?,"The paper states that ""Filtered genotype-phenotype data on the Stanford HIV drug resistance database was retrieved for PIs"" and ""498 protease mutations have been observed.""","The paper does not directly state that it reports HIV sequences from patient samples, but it mentions that it uses genotype-phenotype data from the Stanford HIV drug resistance database, which suggests that it uses data from patient samples.",Yes
36967989,2,Does the paper report in vitro drug susceptibility data?,"The paper states that ""The filtered PhenoSense assay results made accessible in the Stanford HIV drug resistance database have been used training and testing machine learning models.""","The paper mentions that it uses PhenoSense assay results, which is a type of in vitro drug susceptibility assay.",Yes
36967989,3,Were sequences from the paper made publicly available?,"The paper states that ""All data and necessary codes are available at Github and Zenodo: https://github.com/tnchsyn/hivdrugisolatefoldchange_model ; tnchsyn. (2023). tnchsyn/hivdrugisolatefoldchange_model: v1.0 (v1.0). Zenodo. https://doi.org/10.5281/zenodo.7527918.""",The paper provides links to publicly available data and codes.,Yes
36967989,4,What were the GenBank accession numbers for sequenced HIV isolates?,Not reported.,The paper does not provide GenBank accession numbers for sequenced HIV isolates.,Not reported
36967989,5,How many individuals had samples obtained for HIV sequencing?,Not reported.,The paper does not provide information on the number of individuals who had samples obtained for HIV sequencing.,Not reported
36967989,6,From which countries were the sequenced samples obtained?,Not reported.,The paper does not provide information on the countries where the sequenced samples were obtained.,Not reported
36967989,7,From what years were the sequenced samples obtained?,Not reported.,The paper does not provide information on the years when the sequenced samples were obtained.,Not reported
36967989,8,Were samples cloned prior to sequencing?,Not reported.,The paper does not provide information on whether samples were cloned prior to sequencing.,Not reported
36967989,9,Which HIV genes were reported to have been sequenced?,"The paper states that ""498 protease mutations have been observed.""","The paper mentions that it observes protease mutations, which suggests that it sequences the protease gene.",PR
36967989,10,What method was used for sequencing?,Not reported.,The paper does not provide information on the sequencing method used.,Not reported
36967989,11,What type of samples were sequenced?,Not reported.,The paper does not provide information on the type of samples sequenced.,Not reported
36967989,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Not reported.,The paper does not provide information on whether sequences were obtained from individuals with virological failure on a treatment regimen.,Not reported
36967989,13,Were the patients in the study in a clinical trial?,Not reported.,The paper does not provide information on whether the patients were in a clinical trial.,Not reported
36967989,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Not reported.,The paper does not provide information on whether it reports HIV sequences from individuals who had previously received ARV drugs.,Not reported
36967989,15,Which drug classes were received by individuals in the study before sample sequencing?,Not reported.,The paper does not provide information on the drug classes received by individuals in the study before sample sequencing.,Not reported
36967989,16,Which drugs were received by individuals in the study before sample sequencing?,Not reported.,The paper does not provide information on the drugs received by individuals in the study before sample sequencing.,Not reported
36982978,1,Does the paper report HIV sequences from patient samples?,"The paper does not report HIV sequences from patient samples. It is a review article that discusses the therapeutic armamentarium available to treat HIV-2-infected patients, as well as promising drugs in development.","The paper does not mention the use of genetic sequencing, genotypic resistance testing, Sanger sequencing, next-generation sequencing, or single-genome sequencing on clinical samples. It does not indicate that sequencing was done on samples from patients, participants, subjects, blood donors, newly diagnosed or newly infected individuals, PLWH/PWH, or cohorts of individuals with HIV.",No
36982978,2,Does the paper report in vitro drug susceptibility data?,The paper reports in vitro drug susceptibility data for various antiretroviral drugs against HIV-2 isolates.,"The paper mentions the use of phenotypic susceptibility testing and reports IC50, EC50, and EC90 values for various drugs against HIV-2 isolates.",Yes
36982978,3,Were sequences from the paper made publicly available?,"The paper does not report HIV sequences from patient samples, so there are no sequences to make publicly available.",The paper does not provide GenBank accession numbers or mention the submission of sequences to a public database.,Not applicable
36982978,4,What were the GenBank accession numbers for sequenced HIV isolates?,Not reported,The paper does not provide GenBank accession numbers for sequenced HIV isolates.,Not reported
36982978,5,How many individuals had samples obtained for HIV sequencing?,0,The paper does not report HIV sequences from patient samples.,0
36982978,6,From which countries were the sequenced samples obtained?,Not applicable,The paper does not report HIV sequences from patient samples.,Not applicable
36982978,7,From what years were the sequenced samples obtained?,Not applicable,The paper does not report HIV sequences from patient samples.,Not applicable
36982978,8,Were samples cloned prior to sequencing?,Not applicable,The paper does not report HIV sequences from patient samples.,Not applicable
36982978,9,Which HIV genes were reported to have been sequenced?,Not reported,The paper does not report HIV sequences from patient samples.,Not reported
36982978,10,What method was used for sequencing?,Not reported,The paper does not report HIV sequences from patient samples.,Not reported
36982978,11,What type of samples were sequenced?,Not applicable,The paper does not report HIV sequences from patient samples.,Not applicable
36982978,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Not applicable,The paper does not report HIV sequences from patient samples.,Not applicable
36982978,13,Were the patients in the study in a clinical trial?,Not reported,The paper does not provide information about clinical trials.,Not reported
36982978,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Not applicable,The paper does not report HIV sequences from patient samples.,No
36982978,15,Which drug classes were received by individuals in the study before sample sequencing?,Not applicable,The paper does not report HIV sequences from patient samples.,None
36982978,16,Which drugs were received by individuals in the study before sample sequencing?,Not applicable,The paper does not report HIV sequences from patient samples.,None
37017009,1,Does the paper report HIV sequences from patient samples?,"The paper states that ""Resistance genotyping was performed using next-generation sequencing technologies"" and that ""Whole blood was collected using standard phlebotomy methods into a 6 mL EDTA tube.""","The paper reports that HIV sequences were obtained from patient samples, specifically from whole blood collected from HIV-positive children.",Yes
37017009,2,Does the paper report in vitro drug susceptibility data?,"The paper states that ""Resistance to PIs, NRTIs or NNRTIs was limited to drug resistance mutations associated with resistance to members of that drug class only"" and that ""Adjusted predicted resistance profiles [susceptible (S), LLR, IR or HLR] of the 809 genotypes obtained are shown in Figure 2.""","The paper reports in vitro drug susceptibility data, specifically the predicted resistance profiles of the 809 genotypes obtained.",Yes
37017009,3,Were sequences from the paper made publicly available?,The paper does not provide GenBank accession numbers or state that sequences have been submitted to GenBank or another public database.,The sequences from the paper were not made publicly available.,No
37017009,4,What were the GenBank accession numbers for sequenced HIV isolates?,The paper does not provide GenBank accession numbers.,The paper does not provide GenBank accession numbers for the sequenced HIV isolates.,Not reported
37017009,5,How many individuals had samples obtained for HIV sequencing?,"The paper states that ""Among 899 participants enrolled, the adjusted proportion of HIV drug resistance among children with virological failure was 87.5% (95% CI 83.0%--90.9%).""",The paper reports that 899 individuals had samples obtained for HIV sequencing.,899
37017009,6,From which countries were the sequenced samples obtained?,The paper states that the study was conducted in South Africa.,The sequenced samples were obtained from South Africa.,South Africa
37017009,7,From what years were the sequenced samples obtained?,The paper states that the study was conducted from March 2017 to March 2019.,The sequenced samples were obtained from 2017 to 2019.,2017-2019
37017009,8,Were samples cloned prior to sequencing?,"The paper states that ""Amplicon concentrations were adjusted to a final concentration of 0.5 ng/μL and libraries prepared using the 96-sample Nextera ^®^ XT DNA Library Preparation Kit (Illumina, USA).""","The samples were not cloned prior to sequencing, as the paper describes the use of a library preparation kit for next-generation sequencing.",No
37017009,9,Which HIV genes were reported to have been sequenced?,"The paper states that ""PCR amplification was performed using an in-house method resulting in a single amplicon spanning 1.5 kb of *pol* encompassing the protease gene and the first 250 amino acids of the reverse transcriptase gene (HXB2 2358--3882).""",The paper reports that the HIV genes sequenced include the protease gene and the reverse transcriptase gene.,"PR, RT"
37017009,10,What method was used for sequencing?,"The paper states that ""MiSeq FastQ files were analysed using DeepChek ^®^ (Advanced Biological Laboratories, Luxembourg, Luxembourg), and results were generated at a 20% mutation detection threshold.""",The paper reports that next-generation sequencing (NGS) was used for sequencing.,NGS
37017009,11,What type of samples were sequenced?,"The paper states that ""Whole blood was collected using standard phlebotomy methods into a 6 mL EDTA tube.""",The paper reports that whole blood samples were sequenced.,Whole blood
37017009,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,"The paper states that ""Among 899 participants enrolled, the adjusted proportion of HIV drug resistance among children with virological failure was 87.5% (95% CI 83.0%--90.9%).""",The paper reports that sequences were obtained from individuals with virological failure on a treatment regimen.,Yes
37017009,13,Were the patients in the study in a clinical trial?,The paper does not describe a clinical trial.,The patients in the study were not in a clinical trial.,No
37017009,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,"The paper states that ""Among 899 participants enrolled, the adjusted proportion of HIV drug resistance among children with virological failure was 87.5% (95% CI 83.0%--90.9%).""",The paper reports HIV sequences from individuals who had previously received ARV drugs.,Yes
37017009,15,Which drug classes were received by individuals in the study before sample sequencing?,"The paper states that ""Resistance to PIs, NRTIs or NNRTIs was limited to drug resistance mutations associated with resistance to members of that drug class only.""","The paper reports that individuals in the study received PIs, NRTIs, and NNRTIs before sample sequencing.","PIs, NRTIs, NNRTIs"
37017009,16,Which drugs were received by individuals in the study before sample sequencing?,"The paper states that ""The majority were receiving ritonavir-boosted lopinavir-based regimens (97.1%), whilst 2.9% were receiving ritonavir-boosted atazanavir.""",The paper reports that individuals in the study received ritonavir-boosted lopinavir and ritonavir-boosted atazanavir before sample sequencing.,"Ritonavir-boosted lopinavir, ritonavir-boosted atazanavir"
37029656,1,Does the paper report HIV sequences from patient samples?,"The paper states that genetic sequencing was performed on clinical samples from patients, and GenBank accession numbers are not provided. The paper also mentions that the study was conducted on adult naive PLWH with a genotypic resistance test (GRT) performed before the ART initiation.","The paper reports that the study was conducted on patient samples, and genetic sequencing was performed on these samples. Although GenBank accession numbers are not provided, the paper still reports HIV sequences from patient samples.",Yes
37029656,2,Does the paper report in vitro drug susceptibility data?,The paper states that the degree of resistance to each INSTI drug was calculated using the Genotypic Resistance Interpretation Algorithm of the Stanford HIV Drug Resistance Database Program. The paper also reports the prevalence of at least low-level and at least intermediate INSTI DR.,"The paper reports the results of genotypic resistance testing, which is a type of in vitro drug susceptibility data. The paper also reports the prevalence of resistance to different INSTI drugs.",Yes
37029656,3,Were sequences from the paper made publicly available?,The paper does not provide GenBank accession numbers for the sequences generated in the study.,The paper does not provide any information about the public availability of the sequences.,No
37029656,4,What were the GenBank accession numbers for sequenced HIV isolates?,The paper does not provide GenBank accession numbers for the sequences generated in the study.,The paper does not provide any GenBank accession numbers.,Not reported
37029656,5,How many individuals had samples obtained for HIV sequencing?,"The paper states that overall, 1223 ART-naive PLWH were evaluated.",The paper reports the number of individuals who had samples obtained for HIV sequencing.,1223
37029656,6,From which countries were the sequenced samples obtained?,The paper does not provide information about the country or countries where the samples were collected.,The paper does not provide any information about the country or countries where the samples were collected.,Not reported
37029656,7,From what years were the sequenced samples obtained?,The paper states that the study was conducted over the period 2009-19.,The paper reports the years during which the samples were collected.,2009-2019
37029656,8,Were samples cloned prior to sequencing?,The paper does not provide information about whether the samples were cloned prior to sequencing.,The paper does not provide any information about cloning.,Not reported
37029656,9,Which HIV genes were reported to have been sequenced?,The paper states that the study was conducted on the integrase gene.,The paper reports that the study was conducted on the integrase gene.,IN
37029656,10,What method was used for sequencing?,The paper states that Sanger sequencing was used.,The paper reports that Sanger sequencing was used.,Sanger sequencing
37029656,11,What type of samples were sequenced?,The paper does not provide information about the type of samples that were sequenced.,The paper does not provide any information about the type of samples.,Not reported
37029656,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,The paper states that the study was conducted on ART-naive PLWH.,"The paper reports that the study was conducted on ART-naive individuals, which means that they had not experienced virological failure on a treatment regimen.",No
37029656,13,Were the patients in the study in a clinical trial?,The paper does not provide information about whether the patients were in a clinical trial.,The paper does not provide any information about a clinical trial.,Not reported
37029656,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,The paper states that the study was conducted on ART-naive PLWH.,"The paper reports that the study was conducted on ART-naive individuals, which means that they had not previously received ARV drugs.",No
37029656,15,Which drug classes were received by individuals in the study before sample sequencing?,The paper does not provide information about the drug classes that were received by the individuals before sample sequencing.,The paper does not provide any information about the drug classes.,None
37029656,16,Which drugs were received by individuals in the study before sample sequencing?,The paper does not provide information about the drugs that were received by the individuals before sample sequencing.,The paper does not provide any information about the drugs.,None
37039023,1,Does the paper report HIV sequences from patient samples?,"The paper states that ""Forty-six PLWH from Rio de Janeiro (RJ) and 40 from Rio Grande (RS) had proviral HIV NFLG PCR-amplified and ultradeep sequenced."" and ""All samples were successfully sequenced.""","The paper explicitly mentions that HIV sequences were obtained from patient samples, specifically from peripheral blood cells. The sequencing method used was ultradeep sequencing, which is a type of next-generation sequencing (NGS).",Yes
37039023,2,Does the paper report in vitro drug susceptibility data?,The paper does not mention in vitro drug susceptibility data or any experiments related to it.,"The paper focuses on the analysis of HIV sequences from patient samples and the detection of drug resistance mutations, but it does not report any in vitro drug susceptibility data.",No
37039023,3,Were sequences from the paper made publicly available?,"The paper states that ""The raw sequencing reads were deposited to the Sequence Read Archive under the BioProject PRJNA419915.""","The paper explicitly mentions that the raw sequencing reads were deposited to the Sequence Read Archive, which is a public database.",Yes
37039023,4,What were the GenBank accession numbers for sequenced HIV isolates?,The paper does not provide GenBank accession numbers for the sequenced HIV isolates.,"The paper mentions that the raw sequencing reads were deposited to the Sequence Read Archive, but it does not provide GenBank accession numbers.",Not reported
37039023,5,How many individuals had samples obtained for HIV sequencing?,"The paper states that ""Forty-six PLWH from Rio de Janeiro (RJ) and 40 from Rio Grande (RS) had proviral HIV NFLG PCR-amplified and ultradeep sequenced.""",The paper explicitly mentions that 86 individuals (46 from RJ and 40 from RS) had samples obtained for HIV sequencing.,86
37039023,6,From which countries were the sequenced samples obtained?,"The paper states that the samples were obtained from patients in Rio de Janeiro (RJ) and Rio Grande (RS), which are located in Brazil.",The paper explicitly mentions that the samples were obtained from patients in Brazil.,Brazil
37039023,7,From what years were the sequenced samples obtained?,"The paper states that ""All samples from RJ were collected between February 2016 and November 2018, whereas all samples from RS were collected between August and December 2017.""",The paper explicitly mentions the years during which the samples were collected.,2016-2018
37039023,8,Were samples cloned prior to sequencing?,The paper does not mention cloning prior to sequencing.,"The paper mentions that the samples were PCR-amplified and ultradeep sequenced, but it does not mention cloning.",Not reported
37039023,9,Which HIV genes were reported to have been sequenced?,"The paper states that ""Protease, reverse transcriptase, integrase and envelope regions are known to harbour antiretroviral resistance mutations, and all 86 study samples had at least one of these regions analysed.""","The paper explicitly mentions that the protease, reverse transcriptase, integrase, and envelope regions were analyzed.","PR, RT, IN, Env"
37039023,10,What method was used for sequencing?,"The paper states that ""The purified PCR fragments were diluted to 0.4 ng/µL and pooled per sample for genomic library construction with the Nextera XT DNA Sample Preparation kit (Illumina, Inc, San Diego, CA, USA).""","The paper explicitly mentions that the Nextera XT DNA Sample Preparation kit was used for genomic library construction, which is a type of next-generation sequencing (NGS).",NGS
37039023,11,What type of samples were sequenced?,"The paper states that ""Six millilitres of whole peripheral blood was collected from all patients who agreed to participate in the study and signed the informed consent.""",The paper explicitly mentions that whole peripheral blood was collected from the patients.,Whole blood
37039023,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,"The paper states that ""All patients maintained their successful treatment despite the high prevalence of DRMs at low (62.5%) or high (37.5%) frequency.""","The paper explicitly mentions that all patients maintained their successful treatment, which implies that they did not experience virological failure.",No
37039023,13,Were the patients in the study in a clinical trial?,The paper does not mention a clinical trial.,The paper does not provide any information that suggests the patients were in a clinical trial.,No
37039023,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,"The paper states that ""The predominant antiretroviral combination used by our patients was TDF + 3TC + EFV, corresponding to 55.8% of our cohort.""","The paper explicitly mentions that the patients had previously received ARV drugs, specifically TDF + 3TC + EFV.",Yes
37039023,15,Which drug classes were received by individuals in the study before sample sequencing?,"The paper states that ""The predominant antiretroviral combination used by our patients was TDF + 3TC + EFV, corresponding to 55.8% of our cohort.""","The paper explicitly mentions that the patients received TDF + 3TC + EFV, which are NRTIs and NNRTIs.","NRTIs, NNRTIs"
37039023,16,Which drugs were received by individuals in the study before sample sequencing?,"The paper states that ""The predominant antiretroviral combination used by our patients was TDF + 3TC + EFV, corresponding to 55.8% of our cohort.""",The paper explicitly mentions that the patients received TDF + 3TC + EFV.,"TDF, 3TC, EFV"
37042390,1,Does the paper report HIV sequences from patient samples?,"The paper states that ""Genotypic resistance testing to identify drug resistance mutations in the integrase, reverse transcriptase and protease genes was done at the start of third-line therapy, as well as in those who did not attain virological suppression after 12 months of therapy.""","The paper reports that genotypic resistance testing was performed on patient samples, which involves sequencing the HIV genome to identify drug resistance mutations.",Yes
37042390,2,Does the paper report in vitro drug susceptibility data?,"The paper does not mention in vitro drug susceptibility testing or report any IC₅₀, EC₅₀, EC₉₀, fold change in susceptibility, or similar measures.","The paper does not provide any information on in vitro drug susceptibility testing, which is a laboratory-based assay that measures the ability of a virus to grow in the presence of different concentrations of antiviral drugs.",No
37042390,3,Were sequences from the paper made publicly available?,The paper does not provide any GenBank accession numbers or mention that the sequences were deposited in a public database.,"The paper does not provide any information on the public availability of the sequences, which is typically done by depositing the sequences in a public database such as GenBank.",No
37042390,4,What were the GenBank accession numbers for sequenced HIV isolates?,Not reported.,The paper does not provide any GenBank accession numbers for the sequenced HIV isolates.,Not reported
37042390,5,How many individuals had samples obtained for HIV sequencing?,"The paper states that ""Eighty-seven patients were started on third-line ART"" and that ""40 samples were successfully sequenced for the IN gene and 38 for the PR and RT genes at baseline"".","The paper reports that 87 patients were started on third-line ART, but only 40-38 samples were successfully sequenced for the different genes.",40-38
37042390,6,From which countries were the sequenced samples obtained?,The paper states that the study was conducted in India.,"The paper reports that the study was conducted in India, which is the country where the samples were obtained.",India
37042390,7,From what years were the sequenced samples obtained?,The paper states that the study was conducted between July 2016 and December 2019.,"The paper reports that the study was conducted between July 2016 and December 2019, which are the years when the samples were obtained.",2016-2019
37042390,8,Were samples cloned prior to sequencing?,The paper does not mention cloning prior to sequencing.,"The paper does not provide any information on cloning prior to sequencing, which is a laboratory technique used to amplify specific DNA sequences.",Not reported
37042390,9,Which HIV genes were reported to have been sequenced?,"The paper states that ""Genotypic resistance testing to identify drug resistance mutations in the integrase, reverse transcriptase and protease genes was done"".","The paper reports that the integrase, reverse transcriptase, and protease genes were sequenced.","IN, RT, PR"
37042390,10,What method was used for sequencing?,"The paper states that ""Sequencing was done by a third-party commercial organization (Medauxin) using an Applied Biosystem 3730xl DNA Analyzer"".","The paper reports that the sequencing was done using an Applied Biosystem 3730xl DNA Analyzer, which is a type of Sanger sequencing instrument.",Sanger sequencing
37042390,11,What type of samples were sequenced?,"The paper states that ""Whole blood was collected from patients into EDTA tubes and used for CD4 estimation; in parallel, plasma was separated following centrifugation at 2000 rpm at 4°C for 10 min and stored at −80°C until viral RNA isolation"".",The paper reports that whole blood and plasma samples were collected from patients and used for sequencing.,"Whole blood, Plasma"
37042390,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,"The paper states that ""13 out of 85 patients (15%) died during third-line therapy"" and that ""5 out of 13 patients who had virological failure at 12 months showed virological suppression at the end of the study"".","The paper reports that some patients had virological failure on a treatment regimen, but also that some of these patients later showed virological suppression.",Yes
37042390,13,Were the patients in the study in a clinical trial?,The paper does not mention a clinical trial.,"The paper does not provide any information on a clinical trial, which is a research study that evaluates the safety and efficacy of a new treatment or intervention.",No
37042390,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,"The paper states that ""Eighty-seven patients were started on third-line ART"" and that ""40 samples were successfully sequenced for the IN gene and 38 for the PR and RT genes at baseline"".","The paper reports that the patients had previously received ARV drugs, as they were started on third-line ART.",Yes
37042390,15,Which drug classes were received by individuals in the study before sample sequencing?,"The paper states that ""The initial regimen for third-line therapy was raltegravir (400 mg) + darunavir (600 mg) + ritonavir (100 mg)"".","The paper reports that the patients received INSTIs (raltegravir), PIs (darunavir), and ritonavir (a booster) before sample sequencing.","INSTIs, PIs"
