PMID,QID,Question,Type,Category,Answer
36645792,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"Tenofovir, emtricitabine, and efavirenz"
36659824,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes
36659824,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,Yes
36659824,3,Were sequences from the paper made publicly available?,Boolean,Data availability,No
36659824,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not available
36659824,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,At least 112
36659824,6,From which countries were the sequenced samples obtained?,List,Demographics,France
36659824,7,From what years were the sequenced samples obtained?,List,Demographics,2019-2020
36659824,8,Were samples cloned prior to sequencing?,Boolean,Technical,Not available
36659824,9,Which HIV genes were reported to have been sequenced?,List,Technical,Not available
36659824,10,What method was used for sequencing?,List,Technical,Not available
36659824,11,What type of samples were sequenced?,List,Technical,Blood or plasma samples
36659824,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes
36659824,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Yes
36659824,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,No
36659824,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,Not available
36659824,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Not available
36660819,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,No
36660819,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,No
36660819,3,Were sequences from the paper made publicly available?,Boolean,Data availability,No
36660819,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not reported
36660819,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,Not reported
36660819,6,From which countries were the sequenced samples obtained?,List,Demographics,Not reported
36660819,7,From what years were the sequenced samples obtained?,List,Demographics,Not reported
36660819,8,Were samples cloned prior to sequencing?,Boolean,Technical,Not reported
36660819,9,Which HIV genes were reported to have been sequenced?,List,Technical,Not reported
36660819,10,What method was used for sequencing?,List,Technical,Not reported
36660819,11,What type of samples were sequenced?,List,Technical,Not reported
36660819,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Not reported
36660819,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Yes
36660819,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Not reported
36660819,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,Not reported
36660819,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,CAB+RPV LA
36694270,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes
36694270,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,No
36694270,3,Were sequences from the paper made publicly available?,Boolean,Data availability,Yes
36694270,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not available
36694270,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,68
36694270,6,From which countries were the sequenced samples obtained?,List,Demographics,China
36694270,7,From what years were the sequenced samples obtained?,List,Demographics,2019-2022
36694270,8,Were samples cloned prior to sequencing?,Boolean,Technical,Not available
36694270,9,Which HIV genes were reported to have been sequenced?,List,Technical,"HIV-1 protease, reverse transcriptase, and integrase"
36694270,10,What method was used for sequencing?,List,Technical,Nested polymerase chain reaction (nest-pcr) method
36694270,11,What type of samples were sequenced?,List,Technical,CSF and plasma samples
36694270,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes
36694270,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Not available
36694270,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes
36694270,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,NRTIs
36694270,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"NRTIs, NNRTIs, and PIs"
36706364,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes
36706364,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,No
36706364,3,Were sequences from the paper made publicly available?,Boolean,Data availability,No information available
36706364,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not available
36706364,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,62
36706364,6,From which countries were the sequenced samples obtained?,List,Demographics,South Africa
36706364,7,From what years were the sequenced samples obtained?,List,Demographics,Not available
36706364,8,Were samples cloned prior to sequencing?,Boolean,Technical,Not available
36706364,9,Which HIV genes were reported to have been sequenced?,List,Technical,Not available
36706364,10,What method was used for sequencing?,List,Technical,Not available
36706364,11,What type of samples were sequenced?,List,Technical,Blood samples
36706364,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes
36706364,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Yes
36706364,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes
36706364,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,"NRTIs (tenofovir, lamivudine/emtricitabine) and NNRTIs"
36706364,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"Tenofovir, lamivudine/emtricitabine, efavirenz, and nevirapine"
36738248,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes
36738248,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,No
36738248,3,Were sequences from the paper made publicly available?,Boolean,Data availability,Unknown
36738248,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Unknown
36738248,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,"21,297"
36738248,6,From which countries were the sequenced samples obtained?,List,Demographics,Unknown
36738248,7,From what years were the sequenced samples obtained?,List,Demographics,Unknown
36738248,8,Were samples cloned prior to sequencing?,Boolean,Technical,Unknown
36738248,9,Which HIV genes were reported to have been sequenced?,List,Technical,"Protease (PR), reverse transcriptase (RT), and integrase (IN) regions"
36738248,10,What method was used for sequencing?,List,Technical,Sanger sequencing (SS) and next-generation sequencing (NGS)
36738248,11,What type of samples were sequenced?,List,Technical,Plasma samples
36738248,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes
36738248,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Unknown
36738248,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes
36738248,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,"ARV drugs that select for the detected HIV-DRMs, as well as ARV drugs that do not select for the detected HIV-DRMs"
36738248,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Unknown
36751650,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes
36751650,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,No
36751650,3,Were sequences from the paper made publicly available?,Boolean,Data availability,No
36751650,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not reported
36751650,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,1653
36751650,6,From which countries were the sequenced samples obtained?,List,Demographics,Not reported
36751650,7,From what years were the sequenced samples obtained?,List,Demographics,2016-2020
36751650,8,Were samples cloned prior to sequencing?,Boolean,Technical,Not reported
36751650,9,Which HIV genes were reported to have been sequenced?,List,Technical,pol
36751650,10,What method was used for sequencing?,List,Technical,Sanger sequencing
36751650,11,What type of samples were sequenced?,List,Technical,Peripheral blood samples
36751650,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Not reported
36751650,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Not reported
36751650,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,No
36751650,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,Not reported
36751650,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Not reported
36779485,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes
36779485,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,No
36779485,3,Were sequences from the paper made publicly available?,Boolean,Data availability,No
36779485,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not available
36779485,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,1649
36779485,6,From which countries were the sequenced samples obtained?,List,Demographics,South Africa
36779485,7,From what years were the sequenced samples obtained?,List,Demographics,Not available
36779485,8,Were samples cloned prior to sequencing?,Boolean,Technical,Not available
36779485,9,Which HIV genes were reported to have been sequenced?,List,Technical,Pol gene
36779485,10,What method was used for sequencing?,List,Technical,Not available
36779485,11,What type of samples were sequenced?,List,Technical,Not available
36779485,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes
36779485,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Yes
36779485,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes
36779485,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,NNRTIs
36779485,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Dolutegravir and NNRTIs
36795586,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,No
36795586,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,No
36795586,3,Were sequences from the paper made publicly available?,Boolean,Data availability,No
36795586,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not reported
36795586,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,Not reported
36795586,6,From which countries were the sequenced samples obtained?,List,Demographics,Not reported
36795586,7,From what years were the sequenced samples obtained?,List,Demographics,Not reported
36795586,8,Were samples cloned prior to sequencing?,Boolean,Technical,No
36795586,9,Which HIV genes were reported to have been sequenced?,List,Technical,Not reported
36795586,10,What method was used for sequencing?,List,Technical,Not reported
36795586,11,What type of samples were sequenced?,List,Technical,Not reported
36795586,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Not reported
36795586,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,No
36795586,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,No
36795586,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,Not reported
36795586,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Not reported
36851704,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes
36851704,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,No
36851704,3,Were sequences from the paper made publicly available?,Boolean,Data availability,No
36851704,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not reported
36851704,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,206
36851704,6,From which countries were the sequenced samples obtained?,List,Demographics,Uruguay
36851704,7,From what years were the sequenced samples obtained?,List,Demographics,2018-2019
36851704,8,Were samples cloned prior to sequencing?,Boolean,Technical,Not reported
36851704,9,Which HIV genes were reported to have been sequenced?,List,Technical,"Protease, reverse transcriptase, and integrase"
36851704,10,What method was used for sequencing?,List,Technical,Sanger sequencing
36851704,11,What type of samples were sequenced?,List,Technical,Whole blood
36851704,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Not reported
36851704,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Not reported
36851704,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes
36851704,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,"ART, post-exposure prophylaxis, prevention of mother-to-child transmission"
36851704,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Not reported
36851760,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes
36851760,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,No
36851760,3,Were sequences from the paper made publicly available?,Boolean,Data availability,Yes
36851760,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,OQ435656-OQ435729
36851760,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,107
36851760,6,From which countries were the sequenced samples obtained?,List,Demographics,Benin and Mali
36851760,7,From what years were the sequenced samples obtained?,List,Demographics,2015-2016 and 2018-2020
36851760,8,Were samples cloned prior to sequencing?,Boolean,Technical,No
36851760,9,Which HIV genes were reported to have been sequenced?,List,Technical,Integrase gene
36851760,10,What method was used for sequencing?,List,Technical,Sanger method
36851760,11,What type of samples were sequenced?,List,Technical,Dried blood spot (DBS) samples
36851760,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes
36851760,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,No
36851760,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes
36851760,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,NNRTI-based regimens and NRTI- and PI-based regimens
36851760,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Not specified
36920025,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes
36920025,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,Yes
36920025,3,Were sequences from the paper made publicly available?,Boolean,Data availability,Yes
36920025,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not mentioned
36920025,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,Not mentioned
36920025,6,From which countries were the sequenced samples obtained?,List,Demographics,Not mentioned
36920025,7,From what years were the sequenced samples obtained?,List,Demographics,Not mentioned
36920025,8,Were samples cloned prior to sequencing?,Boolean,Technical,Yes
36920025,9,Which HIV genes were reported to have been sequenced?,List,Technical,Protease gene
36920025,10,What method was used for sequencing?,List,Technical,Next-generation sequencing
36920025,11,What type of samples were sequenced?,List,Technical,Plasma samples
36920025,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Not mentioned
36920025,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Not mentioned
36920025,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Not mentioned
36920025,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,Not mentioned
36920025,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Not mentioned
36931676,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes
36931676,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,No
36931676,3,Were sequences from the paper made publicly available?,Boolean,Data availability,No
36931676,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not available
36931676,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,Not available
36931676,6,From which countries were the sequenced samples obtained?,List,Demographics,Sub-Saharan Africa (SSA) and other countries outside Sweden
36931676,7,From what years were the sequenced samples obtained?,List,Demographics,Not available
36931676,8,Were samples cloned prior to sequencing?,Boolean,Technical,No
36931676,9,Which HIV genes were reported to have been sequenced?,List,Technical,Not available
36931676,10,What method was used for sequencing?,List,Technical,Not available
36931676,11,What type of samples were sequenced?,List,Technical,"Blood plasma, serum, liquor, peripheral blood mononuclear cells, HIV isolates, CSF, and CSF cells"
36931676,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,No
36931676,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,No
36931676,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,No
36931676,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,Not available
36931676,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Not available
36961945,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes
36961945,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,No
36961945,3,Were sequences from the paper made publicly available?,Boolean,Data availability,No
36961945,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not reported
36961945,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,190
36961945,6,From which countries were the sequenced samples obtained?,List,Demographics,Not reported
36961945,7,From what years were the sequenced samples obtained?,List,Demographics,2005-2020
36961945,8,Were samples cloned prior to sequencing?,Boolean,Technical,Not reported
36961945,9,Which HIV genes were reported to have been sequenced?,List,Technical,"PR, RT, and IN"
36961945,10,What method was used for sequencing?,List,Technical,deepTypeHIV assay
36961945,11,What type of samples were sequenced?,List,Technical,Blood samples and PBMC
36961945,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Not explicitly stated
36961945,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Not reported
36961945,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Not explicitly stated
36961945,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,NRTIs
36961945,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Lamivudine (3TC) or emtricitabine (FTC)
36967989,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,No
36967989,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,Yes
36967989,3,Were sequences from the paper made publicly available?,Boolean,Data availability,Yes
36967989,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not available
36967989,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,Not available
36967989,6,From which countries were the sequenced samples obtained?,List,Demographics,Not available
36967989,7,From what years were the sequenced samples obtained?,List,Demographics,Not available
36967989,8,Were samples cloned prior to sequencing?,Boolean,Technical,Not available
36967989,9,Which HIV genes were reported to have been sequenced?,List,Technical,HIV-1 protease gene
36967989,10,What method was used for sequencing?,List,Technical,Not available
36967989,11,What type of samples were sequenced?,List,Technical,Not available
36967989,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Not available
36967989,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Not available
36967989,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Not available
36967989,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,Not available
36967989,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Not available
36982978,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,No
36982978,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,Yes
36982978,3,Were sequences from the paper made publicly available?,Boolean,Data availability,No
36982978,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not available
36982978,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,Not available
36982978,6,From which countries were the sequenced samples obtained?,List,Demographics,Not available
36982978,7,From what years were the sequenced samples obtained?,List,Demographics,Not available
36982978,8,Were samples cloned prior to sequencing?,Boolean,Technical,Not available
36982978,9,Which HIV genes were reported to have been sequenced?,List,Technical,Integrase gene
36982978,10,What method was used for sequencing?,List,Technical,Not available
36982978,11,What type of samples were sequenced?,List,Technical,Patient samples
36982978,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes
36982978,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Yes
36982978,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes
36982978,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,"INSTIs, NNRTIs, PIs"
36982978,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"RAL, DTG, EVG"
37017009,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes
37017009,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,No
37017009,3,Were sequences from the paper made publicly available?,Boolean,Data availability,No
37017009,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not reported
37017009,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,899
37017009,6,From which countries were the sequenced samples obtained?,List,Demographics,South Africa
37017009,7,From what years were the sequenced samples obtained?,List,Demographics,2012-2014 (although this may not be the exact time period for the current study)
37017009,8,Were samples cloned prior to sequencing?,Boolean,Technical,No
37017009,9,Which HIV genes were reported to have been sequenced?,List,Technical,Protease gene and reverse transcriptase gene
37017009,10,What method was used for sequencing?,List,Technical,MiSeq V3 sequencing Kit and DeepChek analysis software
37017009,11,What type of samples were sequenced?,List,Technical,Whole blood
37017009,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes
37017009,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,No
37017009,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes
37017009,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,PIs and NNRTIs
37017009,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"Ritonavir-boosted lopinavir, ritonavir-boosted atazanavir, efavirenz, and nevirapine"
37029656,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes
37029656,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,Yes
37029656,3,Were sequences from the paper made publicly available?,Boolean,Data availability,No
37029656,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not available
37029656,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,1223
37029656,6,From which countries were the sequenced samples obtained?,List,Demographics,Italy
37029656,7,From what years were the sequenced samples obtained?,List,Demographics,2009-2019
37029656,8,Were samples cloned prior to sequencing?,Boolean,Technical,No
37029656,9,Which HIV genes were reported to have been sequenced?,List,Technical,Not available
37029656,10,What method was used for sequencing?,List,Technical,Sanger sequencing
37029656,11,What type of samples were sequenced?,List,Technical,Not available
37029656,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,No
37029656,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,No
37029656,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,No
37029656,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,Not available
37029656,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Not available
37039023,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes
37039023,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,No
37039023,3,Were sequences from the paper made publicly available?,Boolean,Data availability,Yes
37039023,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not reported
37039023,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,86
37039023,6,From which countries were the sequenced samples obtained?,List,Demographics,Not reported
37039023,7,From what years were the sequenced samples obtained?,List,Demographics,2016-2018
37039023,8,Were samples cloned prior to sequencing?,Boolean,Technical,Not reported
37039023,9,Which HIV genes were reported to have been sequenced?,List,Technical,"Protease, reverse transcriptase, integrase, and envelope"
37039023,10,What method was used for sequencing?,List,Technical,Illumina MiSeq
37039023,11,What type of samples were sequenced?,List,Technical,Whole peripheral blood
37039023,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Not reported
37039023,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Not reported
37039023,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes
37039023,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,NNRTI and PI-based regimens
37039023,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"TDF, 3TC, and EFV"
37042390,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes
37042390,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,No
37042390,3,Were sequences from the paper made publicly available?,Boolean,Data availability,No
37042390,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not reported
37042390,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,90
37042390,6,From which countries were the sequenced samples obtained?,List,Demographics,India
37042390,7,From what years were the sequenced samples obtained?,List,Demographics,2016-2019
37042390,8,Were samples cloned prior to sequencing?,Boolean,Technical,Not reported
37042390,9,Which HIV genes were reported to have been sequenced?,List,Technical,"IN, PR, RT"
37042390,10,What method was used for sequencing?,List,Technical,Applied Biosystem 3730xl DNA Analyzer
37042390,11,What type of samples were sequenced?,List,Technical,Not reported
37042390,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes
37042390,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,No
37042390,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes
37042390,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,Not reported
37042390,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Not reported
37052343,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,No
37052343,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,No
37052343,3,Were sequences from the paper made publicly available?,Boolean,Data availability,No
37052343,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not reported
37052343,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,4310
37052343,6,From which countries were the sequenced samples obtained?,List,Demographics,Europe and Australia
37052343,7,From what years were the sequenced samples obtained?,List,Demographics,2014-2020
37052343,8,Were samples cloned prior to sequencing?,Boolean,Technical,Not reported
37052343,9,Which HIV genes were reported to have been sequenced?,List,Technical,Not reported
37052343,10,What method was used for sequencing?,List,Technical,Not reported
37052343,11,What type of samples were sequenced?,List,Technical,Not reported
37052343,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes
37052343,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,No
37052343,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,No
37052343,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,"NRTI, PI, NNRTI, and INSTI"
37052343,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"Abacavir-lamivudine, TDF-emtricitabine, TAF-emtricitabine, darunavir, rilpivirine, elvitegravir, dolutegravir, and raltegravir"
37071019,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes
37071019,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,Yes
37071019,3,Were sequences from the paper made publicly available?,Boolean,Data availability,No
37071019,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not reported
37071019,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,3
37071019,6,From which countries were the sequenced samples obtained?,List,Demographics,Not reported
37071019,7,From what years were the sequenced samples obtained?,List,Demographics,Not reported
37071019,8,Were samples cloned prior to sequencing?,Boolean,Technical,Yes
37071019,9,Which HIV genes were reported to have been sequenced?,List,Technical,Not reported
37071019,10,What method was used for sequencing?,List,Technical,Not reported
37071019,11,What type of samples were sequenced?,List,Technical,Not reported
37071019,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes
37071019,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Yes
37071019,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes
37071019,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,INSTIs
37071019,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,DTG and BIC
37085698,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes.
37085698,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,Yes.
37085698,3,Were sequences from the paper made publicly available?,Boolean,Data availability,Yes.
37085698,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,MW560010 to MW560058.
37085698,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,49.
37085698,6,From which countries were the sequenced samples obtained?,List,Demographics,Ethiopia.
37085698,7,From what years were the sequenced samples obtained?,List,Demographics,2018.
37085698,8,Were samples cloned prior to sequencing?,Boolean,Technical,No information available.
37085698,9,Which HIV genes were reported to have been sequenced?,List,Technical,IN.
37085698,10,What method was used for sequencing?,List,Technical,Sanger DNA sequencing.
37085698,11,What type of samples were sequenced?,List,Technical,Blood.
